"Fechas";"Cadena";"Código SAP POS";"Región";"Comuna";"Local";"Online/Offline";"División";"Valores PVP c/IVA"
"Agosto 2024";"Ahumada";"3411347";"10 - Los Lagos";"Puerto Varas";"450 Ahumada - San Francisco 350, Puerto Varas";"Offline";"Lifestyle";"640.636,500000"
"Octubre 2024";"Ahumada";"3411440";"13 - Metropolitana de Santiago";"Providencia";"272 Ahumada - Av. Los Leones 1160, Providencia";"Offline";"Lifestyle";"361.046,000000"
"Diciembre 2024";"Ahumada";"3411355";"04 - Coquimbo";"La Serena";"232 Ahumada - Alberto Solari 1400, La Serena";"Offline";"Lifestyle";"1.478.872,500000"
"Diciembre 2024";"Ahumada";"3411540";"13 - Metropolitana de Santiago";"Pudahuel";"360 Ahumada - Pajaritos 7001, Pudahuel";"Offline";"Lifestyle";"476.166,600000"
"Noviembre 2024";"Ahumada";"3399717";"05 - Valparaíso";"Los Andes";"511 Ahumada - Esmeralda 315-327, Los Andes";"Offline";"Lifestyle";"867.759,900000"
"Septiembre 2024";"Ahumada";"3411381";"13 - Metropolitana de Santiago";"Maipú";"064 Ahumada - Av. Américo Vespucio 1001, Maipú";"Offline";"Lifestyle";"671.362,300000"
"Enero 2024";"Ahumada";"3411482";"05 - Valparaíso";"Valparaíso";"583 Ahumada - Caletera 1502, Valparaíso";"Offline";"Lifestyle";"224.789,810000"
"Septiembre 2024";"Ahumada";"3399554";"03 - Atacama";"Copiapó";"131 Ahumada - OHiggins 561, Copiapó";"Offline";"Lifestyle";"773.357,200000"
"Agosto 2024";"Ahumada";"3411538";"13 - Metropolitana de Santiago";"Santiago";"350 Ahumada - Nataniel 620, Santiago";"Offline";"Lifestyle";"160.221,600000"
"Junio 2024";"Ahumada";"3411345";"05 - Valparaíso";"Quillota";"490 Ahumada - OHiggins 114-116, Quillota";"Offline";"Lifestyle";"334.282,900000"
"Enero 2024";"Ahumada";"3399568";"08 - Biobío";"San Pedro de la Paz";"280 Ahumada - Michimalonco 1120, San Pedro de la Paz";"Offline";"Lifestyle";"1.378.774,460000"
"Septiembre 2024";"Ahumada";"3399605";"13 - Metropolitana de Santiago";"La Florida";"292 Ahumada - Av. La Florida 9497, La Florida";"Offline";"Lifestyle";"710.144,400000"
"Julio 2024";"Ahumada";"3411413";"13 - Metropolitana de Santiago";"Providencia";"033 Ahumada - Av. El Bosque 164, Providencia";"Offline";"Lifestyle";"152.415,200000"
"Octubre 2024";"Ahumada";"3399557";"05 - Valparaíso";"Villa Alemana";"159 Ahumada - Av. Valparaíso 702, Villa Alemana";"Offline";"Lifestyle";"515.876,900000"
"Enero 2024";"Ahumada";"3411396";"13 - Metropolitana de Santiago";"La Reina";"205 Ahumada - Av. Bilbao 7411, La Reina";"Offline";"Lifestyle";"249.564,420000"
"Abril 2024";"Ahumada";"3399548";"02 - Antofagasta";"Calama";"120 Ahumada - Latorre 1979, Calama";"Offline";"Lifestyle";"712.667,200000"
"Abril 2024";"Ahumada";"3399721";"02 - Antofagasta";"Antofagasta";"123 Ahumada - Av. Argentina 1105, Antofagasta";"Offline";"Lifestyle";"321.240,500000"
"Enero 2024";"Ahumada";"3411370";"15 - Arica y Parinacota";"Arica";"357 Ahumada - 18 Septiembre 1402, Arica";"Offline";"Lifestyle";"298.880,400000"
"Junio 2024";"Ahumada";"3411440";"13 - Metropolitana de Santiago";"Providencia";"272 Ahumada - Av. Los Leones 1160, Providencia";"Offline";"Lifestyle";"504.714,700000"
"Junio 2024";"Ahumada";"3399578";"10 - Los Lagos";"Puerto Montt";"443 Ahumada - Av. Parque Industrial 400, Puerto Montt";"Offline";"Lifestyle";"2.104.110,400000"
"Septiembre 2024";"Ahumada";"3411473";"13 - Metropolitana de Santiago";"Vitacura";"351 Ahumada - Av. Vitacura 6345, Vitacura";"Offline";"Lifestyle";"282.363,200000"
"Mayo 2024";"Ahumada";"3411452";"13 - Metropolitana de Santiago";"Huechuraba";"488 Ahumada - Av. Pedro Fontova 7571, Huechuraba";"Offline";"Lifestyle";"226.837,800000"
"Enero 2024";"Ahumada";"3399720";"02 - Antofagasta";"Antofagasta";"121 Ahumada - Arturo Prat 605, Antofagasta";"Offline";"Lifestyle";"289.244,970000"
"Septiembre 2024";"Ahumada";"3411347";"10 - Los Lagos";"Puerto Varas";"450 Ahumada - San Francisco 350, Puerto Varas";"Offline";"Lifestyle";"682.286,500000"
"Mayo 2024";"Ahumada";"3399722";"05 - Valparaíso";"San Felipe";"149 Ahumada - Prat 798, San Felipe";"Offline";"Lifestyle";"460.530,000000"
"Agosto 2024";"Ahumada";"3411552";"05 - Valparaíso";"Viña del Mar";"153 Ahumada - Rafael Sotomayor 230, Viña del Mar";"Offline";"Lifestyle";"66.056,900000"
"Septiembre 2024";"Ahumada";"3411377";"13 - Metropolitana de Santiago";"Providencia";"067 Ahumada - Av. 11 de Septiembre 1313, Providencia";"Offline";"Lifestyle";"301.831,600000"
"Marzo 2024";"Ahumada";"3399553";"03 - Atacama";"Copiapó";"621 Ahumada - Los Carrera S/N, Esq. El Inca, Copiapó";"Offline";"Lifestyle";"1.250.880,400000"
"Septiembre 2024";"Ahumada";"3411441";"13 - Metropolitana de Santiago";"Las Condes";"337 Ahumada - Av. Los Militares 6872, Las Condes";"Offline";"Lifestyle";"144.109,000000"
"Marzo 2024";"Ahumada";"3411367";"05 - Valparaíso";"Viña del Mar";"238 Ahumada - 1 Norte 2901, Viña del Mar";"Offline";"Lifestyle";"305.639,600000"
"Noviembre 2024";"Ahumada";"3411480";"04 - Coquimbo";"La Serena";"306 Ahumada - Brasil 751, La Serena";"Offline";"Lifestyle";"197.504,300000"
"Julio 2024";"Ahumada";"3411362";"13 - Metropolitana de Santiago";"La Florida";"550 Ahumada - Walker Martínez 3600, La Florida";"Offline";"Lifestyle";"342.862,800000"
"Agosto 2024";"Ahumada";"3411384";"13 - Metropolitana de Santiago";"Vitacura";"317 Ahumada - Av. Américo Vespucio 2515, Vitacura";"Offline";"Lifestyle";"88.024,300000"
"Junio 2024";"Ahumada";"3411541";"08 - Biobío";"Concepción";"527 Ahumada - Pasaje 2 #207, Concepción";"Offline";"Lifestyle";"250.387,900000"
"Enero 2024";"Ahumada";"3411381";"13 - Metropolitana de Santiago";"Maipú";"064 Ahumada - Av. Américo Vespucio 1001, Maipú";"Offline";"Lifestyle";"271.700,800000"
"Noviembre 2024";"Ahumada";"3399608";"13 - Metropolitana de Santiago";"Santiago";"069 Ahumada - Paseo Ahumada 226, Santiago";"Offline";"Lifestyle";"486.305,400000"
"Marzo 2024";"Ahumada";"3399598";"13 - Metropolitana de Santiago";"Puente Alto";"076 Ahumada - Av. Concha y Toro 1149, Puente Alto";"Offline";"Lifestyle";"1.159.583,600000"
"Octubre 2024";"Ahumada";"3411377";"13 - Metropolitana de Santiago";"Providencia";"067 Ahumada - Av. 11 de Septiembre 1313, Providencia";"Offline";"Lifestyle";"215.485,200000"
"Junio 2024";"Ahumada";"3411379";"09 - La Araucanía";"Temuco";"381 Ahumada - Av. Alemania 01605, Temuco";"Offline";"Lifestyle";"179.273,500000"
"Octubre 2024";"Ahumada";"3411443";"13 - Metropolitana de Santiago";"Lo Barnechea";"300 Ahumada - Av. Los Trapenses 3515, Lo Barnechea";"Offline";"Lifestyle";"19.801,600000"
"Enero 2024";"Ahumada";"3411405";"16 - Ñuble";"Chillán";"478 Ahumada - Av. Collin 698, Chillán";"Offline";"Lifestyle";"86.465,400000"
"Marzo 2024";"Ahumada";"3411538";"13 - Metropolitana de Santiago";"Santiago";"350 Ahumada - Nataniel 620, Santiago";"Offline";"Lifestyle";"187.151,300000"
"Octubre 2024";"Ahumada";"3411351";"13 - Metropolitana de Santiago";"Macul";"374 Ahumada - Av. Vicuña Mackenna 4102, Macul";"Offline";"Lifestyle";"490.101,500000"
"Agosto 2024";"Ahumada";"3399607";"13 - Metropolitana de Santiago";"Las Condes";"212 Ahumada - San Damián 20, Las Condes";"Offline";"Lifestyle";"319.919,600000"
"Abril 2024";"Ahumada";"3411499";"13 - Metropolitana de Santiago";"Colina";"362 Ahumada - Carretera San Martín, Colina";"Offline";"Lifestyle";"69.008,100000"
"Julio 2024";"Ahumada";"3402829";"16 - Ñuble";"Chillán";"313 Ahumada - Carretera Longuitudinal 134, Chillán";"Offline";"Lifestyle";"725.186,000000"
"Septiembre 2024";"Ahumada";"3411352";"04 - Coquimbo";"La Serena";"567 Ahumada - Av. Cuatro Esquinas, Esq. Guillermo Ulriksen, La Serena";"Offline";"Lifestyle";"672.242,900000"
"Enero 2024";"Ahumada";"3411542";"02 - Antofagasta";"Antofagasta";"589 Ahumada - Pedro Aguirre Cerda 9400, Antofagasta";"Offline";"Lifestyle";"427.850,220000"
"Marzo 2024";"Ahumada";"3411449";"13 - Metropolitana de Santiago";"Ñuñoa";"098 Ahumada - Av. Pedro de Valdivia 2523, Ñuñoa";"Offline";"Lifestyle";"416.928,400000"
"Diciembre 2024";"Cruz Verde";"3401566";"13 - Metropolitana de Santiago";"Las Condes";"1056 Cruz Verde - Av. El Bosque Norte 121, Las Condes";"Offline";"Lifestyle";"126.243,530000"
"Septiembre 2024";"Cruz Verde";"3399269";"13 - Metropolitana de Santiago";"Melipilla";"0451 Cruz Verde - Av. Serrano 323, Melipilla";"Offline";"Lifestyle";"2.077.416,320000"
"Diciembre 2024";"Cruz Verde";"3401517";"13 - Metropolitana de Santiago";"Providencia";"0943 Cruz Verde - Dr. Manuel Barros Borgoño 63, Providencia";"Offline";"Lifestyle";"530.148,570000"
"Diciembre 2024";"Cruz Verde";"3399215";"12 - Magallanes y de la Antártica Chilena";"Natales";"0197 Cruz Verde - Baquedano 331, Natales";"Offline";"Lifestyle";"11.176.791,780000"
"Mayo 2024";"Cruz Verde";"3399105";"07 - Maule";"Linares";"C95 Cruz Verde - Independencia 543, Linares";"Offline";"Lifestyle";"3.059.135,380000"
"Febrero 2024";"Ahumada";"3411433";"13 - Metropolitana de Santiago";"Las Condes";"451 Ahumada - Av. Las Condes 10295, Las Condes";"Offline";"Lifestyle";"59.346,490000"
"Febrero 2024";"Ahumada";"3411346";"05 - Valparaíso";"Villa Alemana";"669 Ahumada - Camino Troncal 1591, Villa Alemana";"Offline";"Lifestyle";"488.574,730000"
"Febrero 2024";"Ahumada";"3399560";"06 - Libertador General Bernardo OHiggins";"Rancagua";"162 Ahumada - Carretera El Cobre 759, Rancagua";"Offline";"Lifestyle";"456.846,950000"
"Febrero 2024";"Ahumada";"3399550";"02 - Antofagasta";"Antofagasta";"124 Ahumada - Zenteno 21, Antofagasta";"Offline";"Lifestyle";"498.224,440000"
"Febrero 2024";"Ahumada";"3411518";"08 - Biobío";"Talcahuano";"605 Ahumada - Jorge Alessandri 3177, Talcahuano";"Offline";"Lifestyle";"538.673,730000"
"Febrero 2024";"Ahumada";"3399592";"12 - Magallanes y de la Antártica Chilena";"Punta Arenas";"241 Ahumada - Av. España 01377, Punta Arenas";"Offline";"Lifestyle";"204.092,140000"
"Febrero 2024";"Ahumada";"3411370";"15 - Arica y Parinacota";"Arica";"357 Ahumada - 18 Septiembre 1402, Arica";"Offline";"Lifestyle";"184.881,970000"
"Febrero 2024";"Ahumada";"3436235";"14 - Los Ríos";"Valdivia";"689 Ahumada - Errazuriz #1040, Valdivia";"Offline";"Lifestyle";"93.046,100000"
"Febrero 2024";"Ahumada";"3411380";"09 - La Araucanía";"Temuco";"320 Ahumada - Av. Alemania 0671, Temuco";"Offline";"Lifestyle";"382.520,740000"
"Febrero 2024";"Ahumada";"3411512";"09 - La Araucanía";"Temuco";"368 Ahumada - Hochstetter 890, Temuco";"Offline";"Lifestyle";"48.198,570000"
"Febrero 2024";"Ahumada";"3411459";"04 - Coquimbo";"La Serena";"585 Ahumada - Av. Regimiento Arica 61, La Serena";"Offline";"Lifestyle";"213.510,990000"
"Febrero 2024";"Ahumada";"3411416";"09 - La Araucanía";"Temuco";"448 Ahumada - Av. Gabriela Mistral 02621, Temuco";"Offline";"Lifestyle";"84.046,130000"
"Febrero 2024";"Ahumada";"3411486";"05 - Valparaíso";"Calera";"573 Ahumada - Calle José Joaquín Perez 199, Calera";"Offline";"Lifestyle";"59.903,410000"
"Febrero 2024";"Ahumada";"3411386";"13 - Metropolitana de Santiago";"La Florida";"397 Ahumada - Av. Américo Vespucio 6325, La Florida";"Offline";"Lifestyle";"32.398,940000"
"Febrero 2024";"Ahumada";"3411430";"13 - Metropolitana de Santiago";"Lo Barnechea";"614 Ahumada - Av. La Dehesa 1445, Lo Barnechea";"Offline";"Lifestyle";"54.047,420000"
"Diciembre 2024";"Ahumada";"3411440";"13 - Metropolitana de Santiago";"Providencia";"272 Ahumada - Av. Los Leones 1160, Providencia";"Offline";"Lifestyle";"1.379.745,500000"
"Junio 2024";"Ahumada";"3411370";"15 - Arica y Parinacota";"Arica";"357 Ahumada - 18 Septiembre 1402, Arica";"Offline";"Lifestyle";"303.450,000000"
"Agosto 2024";"Ahumada";"3411377";"13 - Metropolitana de Santiago";"Providencia";"067 Ahumada - Av. 11 de Septiembre 1313, Providencia";"Offline";"Lifestyle";"197.754,200000"
"Enero 2024";"Ahumada";"3411443";"13 - Metropolitana de Santiago";"Lo Barnechea";"300 Ahumada - Av. Los Trapenses 3515, Lo Barnechea";"Offline";"Lifestyle";"144.249,420000"
"Agosto 2024";"Ahumada";"3411482";"05 - Valparaíso";"Valparaíso";"583 Ahumada - Caletera 1502, Valparaíso";"Offline";"Lifestyle";"482.854,400000"
"Agosto 2024";"Ahumada";"3399722";"05 - Valparaíso";"San Felipe";"149 Ahumada - Prat 798, San Felipe";"Offline";"Lifestyle";"523.623,800000"
"Junio 2024";"Ahumada";"3411360";"10 - Los Lagos";"Osorno";"555 Ahumada - Guillermo Buhler 1799, Osorno";"Offline";"Lifestyle";"369.268,900000"
"Junio 2024";"Ahumada";"3411355";"04 - Coquimbo";"La Serena";"232 Ahumada - Alberto Solari 1400, La Serena";"Offline";"Lifestyle";"577.007,200000"
"Junio 2024";"Ahumada";"3411357";"07 - Maule";"Curicó";"172 Ahumada - Peña 724, Curicó";"Offline";"Lifestyle";"535.880,800000"
"Diciembre 2024";"Ahumada";"3411381";"13 - Metropolitana de Santiago";"Maipú";"064 Ahumada - Av. Américo Vespucio 1001, Maipú";"Offline";"Lifestyle";"1.334.442,200000"
"Diciembre 2024";"Ahumada";"3399599";"13 - Metropolitana de Santiago";"Quilicura";"390 Ahumada - Av. OHiggins 314, Quilicura";"Offline";"Lifestyle";"1.389.801,000000"
"Agosto 2024";"Ahumada";"3399594";"13 - Metropolitana de Santiago";"La Cisterna";"297 Ahumada - Gran Avenida 7406, La Cisterna";"Offline";"Lifestyle";"1.052.840,600000"
"Diciembre 2024";"Ahumada";"3411352";"04 - Coquimbo";"La Serena";"567 Ahumada - Av. Cuatro Esquinas, Esq. Guillermo Ulriksen, La Serena";"Offline";"Lifestyle";"1.475.897,500000"
"Septiembre 2024";"Ahumada";"3411526";"04 - Coquimbo";"Coquimbo";"271 Ahumada - Los Álamos 580, Coquimbo";"Offline";"Lifestyle";"239.166,200000"
"Julio 2024";"Ahumada";"3402846";"05 - Valparaíso";"Viña del Mar";"141 Ahumada - Av. Valparaíso 505, Viña del Mar";"Offline";"Lifestyle";"333.985,400000"
"Mayo 2024";"Ahumada";"3411357";"07 - Maule";"Curicó";"172 Ahumada - Peña 724, Curicó";"Offline";"Lifestyle";"441.073,500000"
"Diciembre 2024";"Ahumada";"3411347";"10 - Los Lagos";"Puerto Varas";"450 Ahumada - San Francisco 350, Puerto Varas";"Offline";"Lifestyle";"1.833.647,200000"
"Diciembre 2024";"Ahumada";"3411566";"01 - Tarapacá";"Iquique";"267 Ahumada - Tarapacá 599, Iquique";"Offline";"Lifestyle";"821.968,700000"
"Agosto 2024";"Ahumada";"3399610";"14 - Los Ríos";"Valdivia";"444 Ahumada - Bueras 1400, Valdivia";"Offline";"Lifestyle";"1.127.382,200000"
"Diciembre 2024";"Ahumada";"3411408";"13 - Metropolitana de Santiago";"Peñalolén";"347 Ahumada - Av. Consistorial 3349, Peñalolén";"Offline";"Lifestyle";"338.281,300000"
"Junio 2024";"Ahumada";"3399718";"05 - Valparaíso";"Concón";"623 Ahumada - Av. Manantiales 955, Concón";"Offline";"Lifestyle";"807.153,200000"
"Julio 2024";"Ahumada";"3411453";"13 - Metropolitana de Santiago";"Santiago";"462 Ahumada - Av. Portugal 480, Santiago";"Offline";"Lifestyle";"562.429,700000"
"Septiembre 2024";"Ahumada";"3411502";"05 - Valparaíso";"Quilpué";"219 Ahumada - Diego Portales 802, Quilpué";"Offline";"Lifestyle";"430.791,900000"
"Octubre 2024";"Ahumada";"3411347";"10 - Los Lagos";"Puerto Varas";"450 Ahumada - San Francisco 350, Puerto Varas";"Offline";"Lifestyle";"797.835,500000"
"Agosto 2024";"Ahumada";"3411548";"13 - Metropolitana de Santiago";"San Bernardo";"593 Ahumada - Portales 3896, San Bernardo";"Offline";"Lifestyle";"206.453,100000"
"Agosto 2024";"Ahumada";"3411438";"13 - Metropolitana de Santiago";"Estación Central";"456 Ahumada - Av. Libertador Bernardo OHiggins 5199, Estación Central";"Offline";"Lifestyle";"192.125,500000"
"Octubre 2024";"Ahumada";"3399717";"05 - Valparaíso";"Los Andes";"511 Ahumada - Esmeralda 315-327, Los Andes";"Offline";"Lifestyle";"730.695,700000"
"Agosto 2024";"Ahumada";"3399572";"08 - Biobío";"Talcahuano";"276 Ahumada - Av. Pdte. Jorge Alessandri Rodriguez 3177, Talcahuano";"Offline";"Lifestyle";"1.354.089,100000"
"Enero 2024";"Ahumada";"3399722";"05 - Valparaíso";"San Felipe";"149 Ahumada - Prat 798, San Felipe";"Offline";"Lifestyle";"358.391,110000"
"Junio 2024";"Ahumada";"3399588";"10 - Los Lagos";"Osorno";"213 Ahumada - Eleuterio Ramirez 981, Osorno";"Offline";"Lifestyle";"495.694,500000"
"Noviembre 2024";"Ahumada";"3402844";"04 - Coquimbo";"Coquimbo";"531 Ahumada - Los Clarines 59, Coquimbo";"Offline";"Lifestyle";"640.684,100000"
"Diciembre 2024";"Ahumada";"3411401";"13 - Metropolitana de Santiago";"Peñalolén";"524 Ahumada - Av. Sanchez Fontecilla 12000, Peñalolén";"Offline";"Lifestyle";"521.231,900000"
"Septiembre 2024";"Ahumada";"3399604";"13 - Metropolitana de Santiago";"Las Condes";"058 Ahumada - Av. Cristobal Colón 5090, Las Condes";"Offline";"Lifestyle";"276.175,200000"
"Mayo 2024";"Ahumada";"3402843";"13 - Metropolitana de Santiago";"Independencia";"652 Ahumada - Av. Fermín Vivaceta 1018, Independencia";"Offline";"Lifestyle";"361.486,300000"
"Diciembre 2024";"Ahumada";"3411567";"13 - Metropolitana de Santiago";"Santiago";"013 Ahumada - Teatinos 4, Santiago";"Offline";"Lifestyle";"622.691,300000"
"Agosto 2024";"Ahumada";"3411442";"13 - Metropolitana de Santiago";"Puente Alto";"427 Ahumada - Av. Los Toros 05441, Puente Alto";"Offline";"Lifestyle";"184.759,400000"
"Junio 2024";"Ahumada";"3399560";"06 - Libertador General Bernardo OHiggins";"Rancagua";"162 Ahumada - Carretera El Cobre 759, Rancagua";"Offline";"Lifestyle";"1.023.887,900000"
"Junio 2024";"Ahumada";"3399564";"07 - Maule";"Talca";"611 Ahumada - Av. Circunvalación Oriente 1055, Talca";"Offline";"Lifestyle";"874.423,900000"
"Junio 2024";"Ahumada";"3411493";"13 - Metropolitana de Santiago";"Colina";"343 Ahumada - Camino Chicureo, Esq. Los Ingleses, Colina";"Offline";"Lifestyle";"259.515,200000"
"Enero 2024";"Ahumada";"3411377";"13 - Metropolitana de Santiago";"Providencia";"067 Ahumada - Av. 11 de Septiembre 1313, Providencia";"Offline";"Lifestyle";"317.154,040000"
"Enero 2024";"Ahumada";"3399595";"13 - Metropolitana de Santiago";"Maipú";"348 Ahumada - Alfredo Silva Carvallo 1415, Maipú";"Offline";"Lifestyle";"474.238,800000"
"Julio 2024";"Ahumada";"3411367";"05 - Valparaíso";"Viña del Mar";"238 Ahumada - 1 Norte 2901, Viña del Mar";"Offline";"Lifestyle";"342.077,400000"
"Mayo 2024";"Ahumada";"3411362";"13 - Metropolitana de Santiago";"La Florida";"550 Ahumada - Walker Martínez 3600, La Florida";"Offline";"Lifestyle";"306.782,000000"
"Marzo 2024";"Ahumada";"3399600";"13 - Metropolitana de Santiago";"Puente Alto";"596 Ahumada - Av. Camilo Henríquez 3692, Puente Alto";"Offline";"Lifestyle";"300.129,900000"
"Septiembre 2024";"Ahumada";"3399596";"13 - Metropolitana de Santiago";"San Miguel";"336 Ahumada - Gran Avenida 5001, San Miguel";"Offline";"Lifestyle";"549.589,600000"
"Enero 2024";"Ahumada";"3399557";"05 - Valparaíso";"Villa Alemana";"159 Ahumada - Av. Valparaíso 702, Villa Alemana";"Offline";"Lifestyle";"612.915,450000"
"Julio 2024";"Ahumada";"3399594";"13 - Metropolitana de Santiago";"La Cisterna";"297 Ahumada - Gran Avenida 7406, La Cisterna";"Offline";"Lifestyle";"550.018,000000"
"Enero 2024";"Ahumada";"3411438";"13 - Metropolitana de Santiago";"Estación Central";"456 Ahumada - Av. Libertador Bernardo OHiggins 5199, Estación Central";"Offline";"Lifestyle";"223.894,930000"
"Marzo 2024";"Ahumada";"3411459";"04 - Coquimbo";"La Serena";"585 Ahumada - Av. Regimiento Arica 61, La Serena";"Offline";"Lifestyle";"124.402,600000"
"Agosto 2024";"Ahumada";"3411541";"08 - Biobío";"Concepción";"527 Ahumada - Pasaje 2 #207, Concepción";"Offline";"Lifestyle";"204.120,700000"
"Diciembre 2024";"Ahumada";"3399716";"02 - Antofagasta";"Antofagasta";"355 Ahumada - Av. Balmaceda 2408, Antofagasta";"Offline";"Lifestyle";"2.462.883,500000"
"Mayo 2024";"Ahumada";"3399602";"13 - Metropolitana de Santiago";"Macul";"284 Ahumada - Av. Macul 2555, Macul";"Offline";"Lifestyle";"1.035.252,400000"
"Julio 2024";"Ahumada";"3399568";"08 - Biobío";"San Pedro de la Paz";"280 Ahumada - Michimalonco 1120, San Pedro de la Paz";"Offline";"Lifestyle";"944.348,300000"
"Agosto 2024";"Ahumada";"3399606";"13 - Metropolitana de Santiago";"La Florida";"201 Ahumada - Av. Vicuña Mackenna 9521, La Florida";"Offline";"Lifestyle";"640.636,500000"
"Septiembre 2024";"Ahumada";"3411397";"13 - Metropolitana de Santiago";"Las Condes";"413 Ahumada - Av. Camino El Alba, Las Condes";"Offline";"Lifestyle";"219.079,000000"
"Noviembre 2024";"Ahumada";"3399557";"05 - Valparaíso";"Villa Alemana";"159 Ahumada - Av. Valparaíso 702, Villa Alemana";"Offline";"Lifestyle";"574.900,900000"
"Noviembre 2024";"Ahumada";"3411440";"13 - Metropolitana de Santiago";"Providencia";"272 Ahumada - Av. Los Leones 1160, Providencia";"Offline";"Lifestyle";"404.552,400000"
"Marzo 2024";"Ahumada";"3411380";"09 - La Araucanía";"Temuco";"320 Ahumada - Av. Alemania 0671, Temuco";"Offline";"Lifestyle";"582.076,600000"
"Diciembre 2024";"Ahumada";"3411449";"13 - Metropolitana de Santiago";"Ñuñoa";"098 Ahumada - Av. Pedro de Valdivia 2523, Ñuñoa";"Offline";"Lifestyle";"711.953,200000"
"Marzo 2024";"Ahumada";"3411327";"13 - Metropolitana de Santiago";"Colina";"613 Ahumada - Av. Chamisero 9790, Colina, Colina";"Offline";"Lifestyle";"251.958,700000"
